Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Children's Prayers",,11178,11286,1,"Catholic Resources",,,,,,,
"Christ and the Americas","Carroll, Anne",4599,4653,1,Storage,,,,,,,
"Christ and the Americas","Carroll, Anne",4600,4654,1,Storage,,,,,,,
"Christ and the Americas","Carroll, Anne",4601,4655,1,Storage,,,,,,,
"Christ and the Americas","Carroll, Anne",4602,4656,1,Storage,,,,,,,
"Christ and the Americas","Carroll, Anne",4603,4657,1,Storage,,,,,,,
"Christ and the Americas","Carroll, Anne",5136,5194,1,Storage,,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",4303,4346,1,"3rd grade classroom",,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",5129,5187,1,"Staff Use",,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",5130,5188,1,"Staff Use",,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",5131,5189,1,"Staff Use",,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",5132,5190,1,"Staff Use",,,,,,,
"Christ the King-Lord of History: A Catholic World History from Ancient to Modern Times","Carroll, Anne W.",5133,5191,1,"Staff Use",,,,,,,
"ClassiQuest Science Logic Stage Biology","DuBois, Angela",4893,4949,1,"6th grade classroom",,,,,,,
"Comfort for a Child's Heart",,10939,11046,1,"Catholic Resources",,,,,,,
"Comfort for a Child's Heart",,10988,11095,1,"Catholic Resources",,,,,,,
"Constructing the Universe Activity Books- Volume 1","Schneider, Michael",5121,5179,1,"SJBS curriculum literature",,,,,,,
"Constructing the Universe Activity Books- Volume 2","Schneider, Michael",5122,5180,1,"Staff Use",,,,,,,
"Constructing the Universe Activity Books- Volume 3","Schneider, Michael",5123,5181,1,"Staff Use",,,,,,,
"Constructing the Universe Activity Books- Volume 4","Schneider, Michael",5124,5182,1,"Staff Use",,,,,,,
"Constructing the Universe Activity Books- Volume 5","Schneider, Michael",5125,5183,1,"Staff Use",,,,,,,
"Constructing the Universe Activity Books- Volume 6","Schneider, Michael",5126,5184,1,"Staff Use",,,,,,,
"Creatures That Glow",,6681,6743,1,Non-fiction,,,,,,,
"Credo: I Believe- Activity Book- Gr 5","Podhaizer, Mary Elizabeth",7518,7592,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Activity Book- Gr 5","Podhaizer, Mary Elizabeth",7519,7593,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4473,4527,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4474,4528,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4475,4529,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4476,4530,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4477,4531,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4478,4532,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4480,4534,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4481,4535,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",4482,4536,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",5260,5318,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",5261,5319,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",5262,5320,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",5505,5564,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9066,9151,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9067,9152,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9068,9153,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9069,9154,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9070,9155,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9071,9156,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9072,9157,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9194,9284,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",9379,9473,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Faith and Life Series, Book 5 revised edition","Sockey, Daria",10288,10388,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Teacher's Manual- 2004",,4451,4497,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Teacher's Manual- 2011",,4452,4498,1,"5th grade classroom",,,,,,,
"Credo: I Believe- Teacher's Manual- 2011",,10292,10392,1,"5th grade classroom",,,,,,,
David,,11445,11554,1,"Jr. Catholic",,,,,,,
"Days of Faith Student Planner 2011-2012",,1746,1771,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012",,1747,1772,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012",,1748,1773,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012",,1749,1774,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012",,1750,1775,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012 Primary Edition",,1751,1777,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012 Primary Edition",,1752,1778,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012 Primary Edition",,1753,1779,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012 Primary Edition",,1754,1780,1,Storage,,,,,,,
"Days of Faith Student Planner 2011-2012 Primary Edition",,1755,1781,1,Storage,,,,,,,
"Delta Science Dictionary",,10518,10619,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10519,10620,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10520,10621,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10521,10622,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10522,10623,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10523,10624,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10524,10625,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10525,10626,1,"7th grade classroom",,,,,,,
"Delta Science Dictionary",,10526,10627,1,"7th grade classroom",,,,,,,
"Discovering Languages: Latin","Robbins, Elaine",4876,4932,1,"Staff Use",,,,,,,
"DNA From Genes to Proteins",,10485,10586,1,"7th grade classroom",,,,,,,
"Down, down the mountain,","Credle, Ellis,",8375,8456,1,"Picture Books",,,,,,,
"Draw Then Write Grades 4-6","Evans, Joy",4889,4945,1,"6th grade classroom",,,,,,,
"Earth Processes",,10484,10585,1,"7th grade classroom",,,,,,,
"Earth Science",,8616,8698,1,"8th grade classroom",,,,,,,
"Earth Science",,8617,8699,1,"8th grade classroom",,,,,,,
"Earth Science",,8618,8700,1,"8th grade classroom",,,,,,,
"Earth Science",,8619,8701,1,"8th grade classroom",,,,,,,
"Earth Science",,8620,8702,1,"8th grade classroom",,,,,,,
"Earth Science",,8621,8703,1,"8th grade classroom",,,,,,,
"Earth Science",,9794,9892,1,"9th grade classroom",,,Missing,,,,
"Earth Science",,9865,9963,1,"9th grade classroom",,,,,,,
"Earth Science",,9866,9964,1,"9th grade classroom",,,,,,,
"Earth Science",,11651,11761,1,"9th grade classroom",,,,,,,
"Earth Science",,11652,11762,1,"9th grade classroom",,,,,,,
"Earth Science",,11653,11763,1,"9th grade classroom",,,,,,,
"Earth Science",,11654,11764,1,"9th grade classroom",,,,,,,
"Earth Science",,11655,11765,1,"9th grade classroom",,,,,,,
"Earth Science",,11656,11766,1,"9th grade classroom",,,,,,,
"Earth Science",,11657,11767,1,"9th grade classroom",,,,,,,
"Earth Science",,11658,11768,1,"9th grade classroom",,,,,,,
"Earth Science",,11659,11769,1,,,,,,,,
"Earth Science",,11660,11770,1,"9th grade classroom",,,,,,,
"Earth Science",,11706,11817,1,"9th grade classroom",,,,,,,
"Earth Science",,11707,11818,1,"9th grade classroom",,,,,,,
"Earth Science Teacher's Edition",,8526,8608,1,"8th grade classroom",,,,,,,
"Earth, Moon, and Sun",,10492,10593,1,"7th grade classroom",,,,,,,
"Earth, Moon, and Sun System- Purple Edition",,10493,10594,1,"7th grade classroom",,,,,,,
"Earth, Moon, and Sun System- Purple Edition",,10494,10595,1,"7th grade classroom",,,,,,,
"Earth, Moon, and Sun System- Red Edition",,10495,10596,1,"7th grade classroom",,,,,,,
"Earth, Moon, and Sun System- Red Edition",,10496,10597,1,"7th grade classroom",,,,,,,
"Eight bags of gold :","Kramer, Janice.",8449,8531,1,"Jr. Catholic",,,,,,,
"El Sobrino del Mago",,11990,12105,2,"11th grade classroom",,,,,,,
"El Sobrino del Mago",,11991,12106,2,"11th grade classroom",,,,,,,
"Electrical Circuits",,10483,10584,1,"7th grade classroom",,,,,,,
"Electricity and Magnetism- Purple Edition",,10506,10607,1,"7th grade classroom",,,,,,,
"Electricity and Magnetism- Red Edition",,10507,10608,1,"7th grade classroom",,,,,,,
Electromagnetism,,10476,10577,1,"7th grade classroom",,,,,,,
Electromagnetism,,10477,10578,1,"7th grade classroom",,,,,,,
Electromagnetism,,10478,10579,1,"7th grade classroom",,,,,,,
Electromagnetism,,10479,10580,1,"7th grade classroom",,,,,,,
Electromagnetism,,10480,10581,1,"7th grade classroom",,,,,,,
Electromagnetism,,10481,10582,1,"7th grade classroom",,,,,,,
Electromagnetism,,10482,10583,1,"7th grade classroom",,,,,,,
Elsa,"Adamson, Joy.",6626,6688,1,Non-fiction,,,,,,,
"Energy- Purple Edition",,10503,10604,1,"7th grade classroom",,,,,,,
"Energy- Red Edition",,10502,10603,1,"7th grade classroom",,,,,,,
"Essential Catholic Survival Guide [Paperback]",,2893,2931,1,"Staff Use",,,,,,,
"Every child a light :","John Paul",10821,10928,1,"Saints and Holy People",,,,,,,
"Famous Men of Greece","Haaren, John H.",5142,5200,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5143,5201,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5144,5202,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5145,5203,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5146,5204,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5147,5205,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5148,5206,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5149,5207,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5150,5208,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5151,5209,1,"Staff Use",,,,,,,
"Famous Men of Greece","Haaren, John H.",5152,5210,1,"Staff Use",,,,,,,
"Famous Men of Greece","Poland & Haaren, edited and updated by Rob & Cyndy Shearer",10371,10471,1,"6th grade classroom",,,,,,,
"Famous Men of Rome","John Haaren & A. B. Poland",10372,10472,1,"6th grade classroom",,,,,,,
"Felicity's Surprise",,11384,11492,1,Fiction,,,,,,,
"First and Second Inaugural Addresses, Message, July 5, 1861; Proclamation, January 1, 1863, Gettysburg Address, November 19, 1863 [Paperback]","Abraham Lincoln ",986,1003,1,"Staff Use",,,,,,,
"First Children's Bible",,10808,10915,1,"Catholic Resources",,,,,,,
"First Form Latin",,4865,4921,1,Storage,,,,,,,
"First Form Latin",,4866,4922,1,Storage,,,,,,,
"First Form Latin",,4872,4928,1,Storage,,,,,,,
"First Form Latin",,4873,4929,1,Storage,,,,,,,
"First Form Latin",,4885,4941,1,Storage,,,,,,,
"First Form Latin",,4888,4944,1,Storage,,,,,,,
"First Form Latin",,4890,4946,1,Storage,,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",4823,4878,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",7390,7456,1,"6th grade classroom",,,Missing,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",7391,7457,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8501,8583,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8632,8714,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8633,8715,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8634,8716,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8635,8717,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",8636,8718,1,"6th grade classroom",,,Missing,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9579,9676,1,"6th grade classroom",,,Missing,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9910,10008,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9911,10009,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9912,10010,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9913,10011,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9914,10012,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9915,10013,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9916,10014,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9917,10015,1,"6th grade classroom",,,Missing,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9918,10016,1,"6th grade classroom",,,,,,,
"Following Christ: Book 6- Student Text","DiCarlo, Joseph",9919,10017,1,"6th grade classroom",,,Missing,,,,
"Following Christ: Book 6- Teacher's Manual","Ellis, Colette",4815,4870,1,"6th grade classroom",,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",4814,4869,1,"6th grade classroom",,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5306,5364,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5307,5365,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5308,5366,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5309,5367,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5310,5368,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5311,5369,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",5312,5370,1,NEW,,,,,,,
"Following Christ: Gr 6- Activity Book","Ellis, Colette",7553,7627,1,"6th grade classroom",,,,,,,
"Force and Motion",,10486,10587,1,"7th grade classroom",,,,,,,
"Forty Dreams of St. John Bosco","Bacchiarello, Fr. J.",5412,5470,1,NEW,,,,,,,
"Foundations in Personal Finance","Dave Ramsey",10413,10513,2,"Staff Use",,,,,,,
"Foundations in Personal Finance",,10414,10514,2,"Staff Use",,,,,,,
"From Sea to Shining Sea - Teacher's Manual [Spiral-bound] Beta Version",,990,1007,1,"8th grade classroom",,,,,,,
"Gay-Neck, the story of a pigeon,","Mukerji, Dhan Gopal,",11210,11318,1,Non-fiction,,,,,,,
"General Chemistry","John Mays",9594,9691,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",9595,9692,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",9596,9693,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",9597,9694,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",9791,9889,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",9870,9968,1,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",11570,11680,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",11571,11681,2,"11th grade classroom",,,,,,,
"General Chemistry","John Mays",11572,11682,2,"11th grade classroom",,,,,,,
"Gianna Beretta Molla",,10161,10260,1,"Saints and Holy People",,,,,,,
"Gilgamesh the King (The Gilgamesh Trilogy) [Paperback]","Ludmila Zeman",1052,1069,1,CRK,,,,,,,
"Glencoe Spanish 2 Buen viaje!",,11708,11819,1,"Spanish 9-12",,,,,,,
"God Loves us All",,11138,11246,1,"Catholic Resources",,,,,,,
"Gods of Ancient Egypt","Bruce LaFontaine",1002,1019,1,CRK,,,,,,,
"Going Baboony!",,6679,6741,1,Non-fiction,,,,,,,
"Greek Mythology Activities",,4201,4242,1,"1st grade classroom",,,,,,,
"Greek Mythology Activities: Activities to Help Students Build Background Knowledge About Ancient Greece, Explore the Genre of Myths, and Learn Important Vocabulary [Paperback]","Marcia Worth-Baker ",999,1016,1,"Staff Use",,,,,,,
"Handwriting, Teacher's Manual, Universal Publishing",,4450,4496,1,"5th grade classroom",,,,,,,
"Harold and the Purple Crayon","Johnson, Crockett,",4331,4374,1,"2nd grade classroom",,,,,,,
"Heat and Light Energy- Purple Edition",,10511,10612,1,"7th grade classroom",,,,,,,
"Heat and Light Energy- Red Edition",,10510,10611,1,"7th grade classroom",,,,,,,
Helena,"Harris, Mary Kathleen.",1224,1242,1,"Saints and Holy People",,,,,,,
"Here We Come","Sister M. Marguerite",11484,11593,1,"1st grade classroom",,,,,,,
"Here We Come","Sister M. Marguerite",11485,11594,1,"1st grade classroom",,,,,,,
"Here We Come","Sister M. Marguerite",11486,11595,1,"1st grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",932,949,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",936,953,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4205,4246,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4206,4247,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4207,4248,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4208,4249,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4209,4250,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4210,4251,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4211,4252,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4212,4253,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4213,4254,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4214,4255,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4215,4256,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4216,4257,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4217,4258,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",4221,4264,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",5806,5865,1,"3rd grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",8683,8765,1,"8th grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",8684,8766,1,"8th grade classroom",,,,,,,
"Heroes of the Middle Ages (Alaric to Columbus) [Paperback]","Eva March Tappan",8685,8767,1,"8th grade classroom",,,,,,,
